NACA 8412 Airfoil M=8.0% P=40.0% T=12.0%
  1.000325  0.001217
  0.998838  0.001837
  0.994385  0.003683
  0.986987  0.006721
  0.976679  0.010890
  0.963509  0.016112
  0.947543  0.022287
  0.928860  0.029298
  0.907553  0.037015
  0.883733  0.045298
  0.857527  0.053997
  0.829074  0.062958
  0.798532  0.072024
  0.766072  0.081039
  0.731880  0.089848
  0.696154  0.098304
  0.659108  0.106264
  0.620964  0.113596
  0.581959  0.120177
  0.542336  0.125899
  0.502351  0.130666
  0.462262  0.134400
  0.422336  0.137040
  0.382297  0.138461
  0.342249  0.138001
  0.303201  0.135579
  0.265465  0.131307
  0.229344  0.125338
  0.195122  0.117862
  0.163061  0.109103
  0.133400  0.099310
  0.106346  0.088748
  0.082077  0.077689
  0.060742  0.066405
  0.042458  0.055159
  0.027313  0.044194
  0.015369  0.033730
  0.006663  0.023951
  0.001208  0.015007
 -0.001004  0.007004
  0.000000  0.000000
  0.004087 -0.005773
  0.011104 -0.010121
  0.020967 -0.013090
  0.033575 -0.014751
  0.048808 -0.015195
  0.066536 -0.014532
  0.086618 -0.012890
  0.108906 -0.010415
  0.133248 -0.007262
  0.159493 -0.003600
  0.187491  0.000396
  0.217093  0.004544
  0.248158  0.008661
  0.280545  0.012565
  0.314116  0.016077
  0.348734  0.019028
  0.384257  0.021259
  0.421230  0.022749
  0.459279  0.023959
  0.497649  0.024890
  0.536123  0.025486
  0.574476  0.025707
  0.612481  0.025529
  0.649909  0.024948
  0.686529  0.023972
  0.722111  0.022629
  0.756426  0.020961
  0.789253  0.019020
  0.820374  0.016868
  0.849580  0.014576
  0.876673  0.012215
  0.901464  0.009861
  0.923781  0.007586
  0.943463  0.005458
  0.960370  0.003543
  0.974378  0.001895
  0.985383  0.000562
  0.993303 -0.000417
  0.998079 -0.001016
  0.999675 -0.001217
